bmi,steps,heart_rate,temperature,wellness_score
27.0,555,107,37.1,95
26.7,1261,126,36.6,95
36.2,620,101,36.9,85
24.8,898,112,36.4,100
33.1,295,70,37.0,80
20.8,782,105,36.3,90
33.9,250,77,36.4,80
35.1,635,92,36.3,85
29.7,787,113,36.5,95
19.9,1554,139,37.1,95
30.4,444,97,36.5,80
28.6,928,112,36.8,95
30.7,519,89,36.4,90
37.3,250,82,36.6,75
16.3,471,73,37.8,55
35.2,494,101,36.8,85
18.5,774,98,36.7,90
17.8,1551,145,36.8,80
31.8,789,118,36.3,90
24.2,1268,129,36.8,100
39.0,584,100,36.7,85
34.4,485,96,36.9,90
34.1,606,110,36.3,90
16.6,430,73,36.8,65
39.4,291,102,36.3,75
16.3,1380,122,36.7,85
24.4,1108,116,36.8,100
31.3,694,103,36.7,90
32.0,790,110,36.9,90
27.6,737,102,36.5,95
26.7,408,92,36.5,85
21.6,1366,139,36.8,95
22.1,1463,129,38.5,75
25.7,1104,123,36.3,95
39.2,232,95,37.0,75
30.3,923,126,37.1,90
27.4,1056,128,37.1,95
22.2,539,108,37.0,90
32.5,292,71,36.8,80
19.1,1713,146,36.7,95
37.8,292,92,36.7,75
36.8,610,95,36.6,85
34.0,322,90,36.9,80
28.9,678,97,36.8,95
37.9,429,98,37.0,85
35.9,322,97,36.8,75
25.9,883,115,37.0,95
19.4,218,75,36.8,80
17.5,575,93,36.5,75
26.1,1603,137,36.5,90
39.9,397,89,36.3,85
22.6,456,88,37.0,90
16.1,1441,129,36.4,85
22.3,1173,116,37.0,100
16.2,1319,129,37.1,85
21.0,1543,163,36.3,95
18.6,1908,164,37.2,95
39.6,406,88,36.6,85
16.7,850,111,36.6,85
31.6,552,100,36.6,90
20.8,190,76,36.6,80
28.5,1125,127,36.6,95
36.3,452,88,36.7,85
19.0,1771,152,36.7,95
30.3,715,102,36.5,90
17.1,647,93,38.8,50
33.4,695,117,37.0,90
34.2,453,91,39.0,65
32.4,521,83,37.0,90
19.5,1640,142,36.9,95
25.3,1141,122,36.2,95
37.2,766,99,36.4,85
18.9,599,89,37.6,80
18.7,863,105,36.7,100
29.0,224,73,36.8,75
26.3,863,108,36.6,95
33.7,462,89,37.0,90
16.6,960,111,36.5,85
21.5,857,107,36.8,100
21.7,873,107,36.7,100
29.8,1135,124,37.0,95
33.0,564,112,36.3,90
28.6,1060,111,37.0,95
29.5,840,111,38.7,70
21.9,1066,125,37.1,100
20.6,1757,147,37.1,95
30.7,238,92,36.9,70
37.5,872,102,36.9,85
24.8,646,104,38.9,75
22.3,941,125,36.3,100
39.6,474,105,36.9,85
17.2,1335,131,36.4,80
31.2,381,103,37.1,80
17.6,339,87,37.1,65
36.1,758,117,36.4,85
39.0,87,86,36.9,65
17.3,334,79,36.3,65
34.1,619,97,37.1,90
34.6,461,91,36.9,90
20.3,1956,143,39.5,55
37.9,213,78,37.8,65
18.2,1202,116,36.2,85
33.9,542,103,37.1,90
25.3,521,90,36.7,85
34.3,96,73,36.4,70
32.8,307,91,36.6,80
18.1,2260,170,37.0,80
29.9,545,92,36.9,95
18.3,983,119,36.8,85
22.5,694,94,37.0,100
18.1,1418,132,37.2,80
39.9,695,114,36.9,85
20.0,2183,176,37.0,95
37.5,506,102,36.7,85
29.3,539,101,36.4,95
35.5,399,94,36.6,85
39.2,255,83,36.2,75
32.9,546,113,36.4,90
19.6,1001,108,36.2,100
25.8,499,111,36.9,85
24.0,1006,105,36.6,100
18.9,1483,131,36.2,95
16.3,846,100,37.8,75
33.0,545,108,36.2,90
34.9,523,105,36.4,90
39.2,941,114,36.3,85
23.4,750,103,36.8,100
34.0,370,99,36.3,90
27.0,286,82,36.4,85
31.2,568,94,36.8,90
23.1,521,72,36.8,90
23.2,953,107,39.5,60
39.8,553,99,36.8,85
36.6,269,87,36.9,75
36.4,420,94,36.8,85
27.2,1005,117,37.0,95
22.6,979,113,36.2,100
27.3,437,92,37.8,75
35.4,434,99,37.0,85
27.5,758,111,37.2,95
39.3,352,93,36.2,85
16.9,687,95,36.6,75
26.0,1053,116,36.8,95
37.1,399,89,36.7,85
31.4,831,115,37.1,90
18.8,1654,132,36.9,95
18.2,1402,142,36.3,80
20.6,2033,165,37.2,95
29.3,949,128,36.9,95
19.3,2149,169,36.7,95
19.6,1638,152,37.1,95
26.9,565,84,36.6,85
23.5,599,101,36.4,90
27.5,753,102,37.1,95
33.7,704,103,39.0,65
32.6,705,106,36.4,90
28.6,515,111,38.0,85
26.9,664,105,36.7,95
17.7,387,88,36.5,65
37.8,448,97,37.0,85
32.6,236,76,38.3,55
31.4,981,107,36.9,90
37.0,630,109,38.1,60
28.4,1041,135,39.5,50
34.1,449,99,37.0,90
30.5,312,85,36.2,80
24.1,1145,127,36.4,100
34.5,336,76,36.9,80
21.4,1601,145,37.2,95
33.5,564,96,37.2,90
22.7,1016,126,36.9,100
26.6,1211,128,36.8,95
18.8,1278,109,37.2,100
24.1,409,91,36.7,90
22.2,1607,149,39.4,55
24.5,996,117,36.6,100
26.1,827,96,37.1,95
38.2,399,93,36.8,85
17.2,143,61,36.6,65
30.5,1231,136,36.2,85
26.6,505,91,36.6,85
31.0,521,95,36.2,90
37.9,464,97,36.8,85
28.9,867,91,36.6,95
25.1,1148,117,37.1,95
29.5,545,99,36.7,95
24.0,493,85,36.7,90
22.3,1256,123,36.9,100
36.9,661,104,36.6,85
35.2,534,96,36.2,85
38.9,651,109,38.3,60
38.9,685,104,36.8,85
33.7,443,94,36.9,90
27.6,1427,139,36.6,90
25.5,884,92,37.2,95
26.1,735,119,36.7,95
25.8,450,88,37.2,85
32.3,725,98,36.4,90
34.1,243,84,36.9,80
36.1,615,95,36.8,85
35.2,606,100,36.9,85
20.9,1383,123,37.0,100
32.9,899,123,36.4,90
29.2,1092,119,36.6,95
35.3,622,95,36.3,85
34.1,577,96,36.3,90
35.8,545,90,36.7,85
37.7,495,114,39.2,45
27.5,1308,126,36.3,95
27.8,577,94,36.2,95
38.3,56,85,36.4,65
38.4,467,100,36.4,85
37.7,313,83,36.4,75
16.6,1399,130,36.3,85
30.0,470,85,36.9,85
28.9,683,108,36.8,95
29.6,585,93,36.2,95
37.1,605,110,37.1,85
20.9,1177,116,38.0,90
35.4,343,95,36.9,75
32.5,156,87,36.8,70
32.9,436,91,36.9,90
18.5,918,106,36.6,100
27.2,1072,109,36.8,95
27.4,452,96,36.2,85
26.0,573,97,38.3,60
19.0,1433,132,36.5,95
28.2,663,108,36.4,95
19.5,807,104,36.7,90
36.8,622,106,36.5,85
30.0,456,77,37.2,85
36.8,450,102,36.5,85
22.4,365,81,37.1,90
23.2,1345,121,36.6,100
18.0,1573,142,36.4,80
16.9,564,83,36.7,75
20.6,1133,116,36.4,100
20.3,739,99,36.7,90
29.5,561,98,36.5,95
22.2,1354,138,36.4,95
32.3,656,103,36.2,90
37.2,785,115,37.1,85
19.1,1428,123,37.1,100
33.0,515,92,36.2,90
34.2,361,98,36.8,90
36.0,120,69,36.7,65
32.7,632,107,36.8,90
37.2,449,101,36.5,85
32.0,841,123,37.0,90
38.7,501,107,36.6,85
38.4,412,109,36.3,85
26.8,786,99,36.5,95
17.1,430,71,37.0,65
33.6,338,83,37.1,80
23.7,727,111,37.1,100
24.8,1179,133,37.1,95
21.9,1234,139,39.4,55
28.1,598,105,36.2,95
34.9,712,100,37.2,90
20.4,606,97,37.1,90
19.4,732,94,37.1,90
22.8,450,91,37.0,90
33.0,734,103,38.6,65
25.1,1044,124,36.8,95
23.7,618,102,36.3,90
30.7,1255,128,36.9,90
28.3,927,111,36.4,95
36.7,51,76,36.5,65
27.2,800,121,37.0,95
30.1,102,67,36.6,70
28.4,583,109,36.3,95
20.0,1381,126,37.1,100
34.1,699,105,36.3,90
30.9,661,113,36.5,90
29.3,876,107,36.5,95
24.6,1497,140,36.9,95
29.2,461,102,37.1,85
24.4,700,102,36.9,100
31.0,608,97,36.6,90
34.8,446,84,36.2,90
37.9,490,100,36.9,85
17.8,1346,119,36.3,85
36.3,882,109,37.0,85
18.4,754,100,36.9,75
38.0,161,86,36.9,65
18.6,1131,117,36.6,100
30.3,941,124,37.1,90
23.7,955,121,36.4,100
17.0,1214,120,36.3,85
31.9,736,100,36.6,90
23.5,702,96,36.9,100
19.3,1203,109,36.3,100
25.9,1050,126,36.6,95
24.0,1501,149,36.3,95
31.2,376,84,38.3,55
32.7,452,96,36.4,90
19.9,2042,171,36.6,95
35.7,533,96,36.6,85
38.4,38,84,37.1,65
28.9,970,110,36.5,95
16.1,1465,147,36.3,80
17.1,2056,161,36.4,80
33.4,449,86,36.9,90
30.7,854,119,36.4,90
21.2,1191,139,36.2,100
37.9,385,89,36.2,85
22.5,664,97,36.7,100
37.8,495,108,36.2,85
32.7,693,112,36.8,90
28.9,700,108,36.4,95
26.1,499,98,37.0,85
38.1,661,92,36.8,85
19.4,1449,146,37.1,95
37.4,708,102,36.4,85
28.7,508,122,36.9,95
37.8,783,106,36.8,85
20.2,574,90,36.9,90
32.0,500,94,36.8,90
38.8,668,116,39.3,45
33.6,600,86,37.0,90
16.3,1340,125,37.0,85
34.7,454,99,36.9,90
20.0,739,101,36.8,90
27.9,507,103,36.6,95
33.1,827,127,36.2,90
28.2,974,121,36.7,95
21.5,1114,110,36.4,100
28.9,803,113,36.2,95
17.2,1039,119,36.5,85
17.7,1003,112,36.4,85
27.6,87,70,36.7,75
17.8,1865,146,37.2,80
35.8,208,81,37.1,75
22.7,1212,108,37.7,90
31.9,773,104,36.5,90
19.9,1585,146,36.4,95
18.0,1040,121,38.5,60
28.9,437,86,36.8,85
23.7,1005,113,37.1,100
38.4,534,99,36.3,85
16.3,1484,131,36.3,80
24.8,1061,125,37.0,100
33.6,345,98,36.8,80
27.9,420,84,36.7,85
34.2,452,99,36.6,90
35.7,779,113,37.0,85
34.4,357,82,37.1,90
34.6,605,106,37.1,90
38.1,245,94,39.3,35
16.7,1064,104,37.0,85
27.0,389,81,37.1,85
21.3,971,112,37.1,100
35.8,204,90,36.3,75
32.7,609,109,36.2,90
25.8,1381,139,36.9,90
29.1,520,101,36.9,95
31.0,991,123,36.5,90
28.6,641,104,36.4,95
20.6,803,107,36.2,90
22.4,724,97,36.8,100
28.8,786,126,36.3,95
33.9,772,125,37.1,90
33.6,596,105,36.5,90
28.5,641,87,36.5,95
18.0,819,103,36.9,75
30.9,668,105,36.6,90
32.6,690,104,36.9,90
18.3,1913,172,37.1,80
16.0,385,89,39.5,25
27.6,1183,134,36.3,90
36.0,480,100,37.1,85
27.0,173,65,37.2,75
35.0,685,102,37.0,90
34.1,492,105,37.1,90
33.6,603,114,36.4,90
27.5,1497,127,36.6,95
37.7,451,95,36.7,85
32.8,523,99,36.7,90
23.3,728,100,36.4,100
24.9,883,112,37.2,100
36.6,1167,126,37.2,85
32.2,277,78,36.9,80
19.2,2097,185,37.1,95
30.4,1078,122,37.1,90
26.4,1231,125,36.9,95
38.0,627,107,36.7,85
18.3,994,114,36.8,85
27.1,788,107,36.7,95
36.0,671,100,37.1,85
21.8,268,75,37.0,80
32.0,557,120,37.0,90
31.5,578,103,37.0,90
32.5,567,87,36.9,90
31.2,1139,130,36.8,90
29.6,710,95,36.4,95
39.9,609,92,36.3,85
21.6,1694,161,37.0,95
31.0,354,87,36.2,80
36.9,608,106,36.5,85
38.5,527,108,37.0,85
26.5,769,100,36.8,95
17.0,1645,153,36.7,80
29.6,750,101,36.4,95
35.9,531,102,36.2,85
19.7,1874,153,36.4,95
34.1,581,101,37.0,90
38.0,392,96,36.5,85
39.0,477,100,36.9,85
28.1,689,103,36.6,95
19.0,1311,118,39.2,60
30.0,558,109,36.6,95
18.2,1673,149,36.7,80
18.7,2082,167,36.4,95
24.2,653,85,36.2,100
26.5,1302,113,37.0,95
21.4,1597,138,36.6,95
18.8,1461,133,36.6,95
26.2,774,106,36.8,95
24.1,1112,121,36.8,100
18.1,1501,134,37.1,80
20.6,794,97,37.1,90
21.7,341,72,37.2,80
26.1,611,88,36.8,85
23.9,574,98,36.2,90
27.5,392,88,36.9,85
24.2,633,97,37.5,100
23.9,937,96,36.2,100
20.0,2049,169,36.7,95
35.9,683,91,37.0,85
29.5,551,114,38.6,70
27.0,914,110,37.0,95
38.3,838,127,36.3,85
23.3,502,93,37.0,90
31.2,684,113,36.9,90
36.4,512,98,36.3,85
18.2,1407,121,36.7,85
37.7,746,118,36.2,85
22.6,967,97,36.3,100
24.3,752,104,36.5,100
22.1,658,102,36.7,100
22.4,624,82,36.5,90
30.4,1095,121,36.8,90
38.1,317,88,37.0,75
39.9,315,94,37.8,65
17.0,1994,147,36.6,80
16.1,1173,121,36.8,85
37.8,629,108,36.6,85
24.5,1050,108,36.5,100
18.7,1421,138,36.6,95
23.4,925,108,36.6,100
23.2,1085,118,36.7,100
17.2,980,106,36.4,85
21.4,1141,121,37.1,100
18.8,678,96,36.4,90
29.6,797,91,36.4,95
22.7,1080,108,36.7,100
37.2,365,96,36.4,85
19.1,1496,151,36.6,95
38.4,658,105,36.5,85
33.0,528,104,36.2,90
28.9,1115,127,36.9,95
22.1,702,101,37.1,100
19.2,229,92,36.8,80
23.3,1102,119,37.1,100
37.0,590,109,36.8,85
37.8,465,90,37.0,85
36.8,696,124,36.5,85
31.1,757,114,37.1,90
33.3,7,64,36.3,70
21.0,1242,128,37.1,100
32.4,452,105,36.5,90
32.5,456,93,37.6,80
32.6,428,85,37.2,90
28.7,853,119,37.2,95
36.4,383,90,37.8,75
24.6,1059,136,36.7,95
24.2,884,117,36.2,100
16.3,719,100,36.5,75
27.1,960,116,36.6,95
35.7,344,101,36.9,75
36.9,454,100,36.3,85
19.4,1395,136,38.5,70
20.0,1707,161,36.8,95
20.2,1580,145,36.4,95
28.2,526,98,38.8,70
34.7,511,97,36.6,90
26.7,1149,119,37.0,95
26.8,942,121,36.4,95
20.4,1347,128,36.5,100
37.9,421,94,36.5,85
38.2,288,90,36.3,75
31.1,657,105,36.6,90
21.3,1581,150,36.3,95
27.9,984,114,36.3,95
37.0,819,96,37.1,85
19.5,1306,132,36.9,95
17.2,1686,155,39.4,40
32.2,576,86,37.0,90
17.5,1908,150,37.0,80
38.6,304,92,36.6,75
27.6,1068,123,37.1,95
26.1,990,120,36.6,95
21.6,331,98,37.1,80
32.0,547,88,37.0,90
32.6,213,66,36.8,80
23.4,1214,113,36.8,100
33.9,0,71,37.1,70
24.5,1058,102,36.2,100
26.6,1156,130,37.0,95
33.2,695,100,37.0,90
27.2,761,102,37.2,95
27.2,199,92,37.0,75
19.6,1890,160,36.3,95
31.7,699,103,36.9,90
21.5,1552,139,37.1,95
18.1,1417,139,38.1,55
32.9,668,90,36.5,90
18.3,675,102,39.3,35
17.7,986,117,36.4,85
21.6,922,110,36.3,100
19.5,1762,168,36.8,95
28.3,463,91,37.1,85
30.1,1106,118,39.3,50
26.6,947,121,37.1,95
34.8,708,119,36.5,90
23.6,1093,129,37.0,100
21.6,614,91,37.0,90
21.3,1593,153,37.0,95
30.7,592,93,36.6,90
16.2,1670,140,36.4,80
30.7,815,107,37.0,90
21.0,2282,172,36.2,95
27.9,618,98,36.8,95
38.4,527,101,37.0,85
29.3,61,76,36.8,75
22.8,334,74,36.4,80
35.5,251,91,36.7,75
35.6,465,96,37.2,85
37.2,224,82,37.0,75
37.8,286,90,36.3,75
22.7,854,113,36.9,100
38.4,180,84,39.2,25
16.8,1452,135,36.8,80
20.8,1323,131,36.3,95
27.2,50,67,36.9,75
36.7,458,86,37.2,85
38.5,566,102,36.6,85
35.2,269,92,38.4,50
35.0,774,113,36.4,90
25.7,678,85,37.0,95
20.8,545,96,38.8,65
31.3,574,100,37.1,90
29.9,943,121,37.0,95
25.2,725,107,36.4,95
35.8,318,95,36.7,75
27.2,867,105,36.7,95
34.7,343,85,36.3,80
33.9,463,111,36.3,90
19.1,1545,147,37.0,95
27.2,714,105,36.8,95
37.8,338,86,36.9,75
23.8,909,117,36.6,100
36.3,370,90,36.6,85
36.0,600,91,36.3,85
39.0,287,82,36.8,75
26.0,1624,168,36.3,90
25.1,420,97,37.2,85
26.4,729,102,36.5,95
19.0,1268,138,38.4,70
17.9,1849,152,36.8,80
19.0,1628,130,36.5,100
17.2,1419,141,36.5,80
29.4,710,115,36.5,95
30.2,552,101,37.0,90
36.2,629,88,36.7,85
20.7,1245,126,36.8,100
35.8,422,77,36.3,85
18.5,880,106,37.2,100
30.4,955,112,36.7,90
38.5,397,81,37.1,85
26.3,357,83,37.2,75
37.8,739,100,36.9,85
35.2,461,90,36.2,85
21.6,1331,132,36.3,95
27.7,545,95,36.8,95
16.8,78,70,37.2,65
22.5,640,96,36.8,100
28.4,563,97,37.2,95
33.5,425,105,36.7,90
35.4,514,113,36.2,85
22.2,1105,123,36.6,100
33.2,473,94,36.8,90
36.4,480,89,36.7,85
37.8,398,88,36.9,85
33.7,819,121,37.1,90
29.8,705,100,36.5,95
33.6,558,103,36.3,90
34.6,1019,121,36.9,90
25.8,819,97,37.2,95
38.7,194,96,37.0,65
31.9,809,113,36.6,90
23.3,499,96,36.4,90
30.5,975,121,36.8,90
37.8,343,89,36.7,75
18.4,765,92,36.7,75
23.0,924,102,36.6,100
32.6,108,72,37.1,70
29.4,779,117,36.4,95
18.6,1402,127,36.9,100
19.5,1332,135,37.2,95
40.0,222,89,36.5,75
23.0,791,106,37.2,100
29.4,1177,131,36.7,90
18.5,1223,129,36.8,100
21.8,1251,112,36.7,100
29.1,1018,110,36.6,95
34.1,297,90,36.5,80
30.5,833,117,36.7,90
37.4,136,73,37.1,65
36.9,666,103,36.7,85
23.1,399,82,36.6,90
30.0,711,100,36.5,95
32.7,137,76,36.8,70
20.4,1234,127,36.2,100
28.1,641,92,36.9,95
21.3,875,106,37.1,100
26.4,1488,154,36.5,90
20.5,1742,154,36.8,95
18.2,1613,142,37.0,80
32.7,311,95,36.8,80
16.7,651,118,37.2,75
16.1,1409,123,37.0,85
27.9,628,84,36.3,95
30.2,701,114,36.9,90
36.5,523,86,36.5,85
30.5,1017,115,36.9,90
37.9,280,82,36.3,75
32.7,573,108,37.2,90
32.3,96,88,36.8,70
39.3,358,90,36.7,85
23.5,939,104,36.8,100
35.1,429,72,36.8,85
18.9,1113,121,36.9,100
18.6,1448,160,36.8,95
23.9,705,101,37.0,100
21.9,953,125,36.6,100
31.0,628,101,36.6,90
18.2,931,114,36.3,85
19.3,2390,175,36.5,95
23.9,869,107,36.3,100
19.2,1817,153,37.2,95
39.3,938,106,38.1,60
29.6,966,105,38.3,70
20.9,1705,146,37.0,95
17.8,1838,154,36.8,80
31.6,820,104,36.9,90
36.0,552,100,37.0,85
39.6,317,94,36.8,75
30.5,1095,118,36.7,90
23.3,760,117,36.3,100
22.6,605,87,36.7,90
23.9,833,104,36.6,100
31.6,610,100,36.8,90
25.3,467,104,36.8,85
38.0,638,97,36.7,85
25.9,1258,135,36.7,90
30.3,703,113,37.1,90
28.7,400,91,36.8,85
26.2,535,90,37.2,85
38.6,614,112,36.9,85
37.2,447,100,36.3,85
16.7,1094,91,36.4,85
28.3,369,89,37.1,85
24.7,691,104,36.9,100
30.4,1585,145,37.1,85
27.3,1045,110,38.7,70
33.0,433,85,36.8,90
31.7,824,121,36.4,90
25.1,791,107,36.3,95
33.9,572,100,36.9,90
29.5,812,111,37.0,95
30.8,842,117,36.7,90
25.1,553,100,37.1,85
26.1,1044,113,37.2,95
16.9,389,94,36.6,65
39.3,586,106,36.9,85
33.7,282,83,36.9,80
29.3,1098,122,37.1,95
34.9,140,97,36.7,70
23.7,602,82,36.6,90
33.7,524,89,36.4,90
16.4,1519,122,37.2,85
24.8,1368,130,37.0,100
35.0,432,99,36.4,90
30.3,1197,126,36.8,90
39.9,594,118,36.9,85
25.5,598,109,36.7,85
27.7,1009,116,36.9,95
19.1,1312,136,36.5,95
24.6,924,97,37.0,100
23.6,1391,129,36.6,100
20.9,2003,170,36.6,95
31.0,612,112,38.5,65
33.1,888,109,36.5,90
38.0,317,78,36.8,75
21.4,1868,153,36.4,95
25.6,956,113,37.0,95
28.2,952,120,36.6,95
21.0,2345,186,36.9,95
22.4,943,111,36.4,100
34.1,668,117,36.9,90
26.1,914,114,37.1,95
29.6,836,119,36.4,95
32.8,987,113,36.4,90
27.2,939,117,36.3,95
28.5,894,111,36.3,95
21.2,822,107,36.6,90
20.1,1369,143,37.0,95
28.3,545,91,36.5,95
35.5,276,83,36.8,75
25.2,1343,132,36.3,90
19.1,785,111,36.7,90
27.1,793,101,36.6,95
19.8,1478,129,36.5,100
33.2,744,110,36.3,90
38.5,198,92,36.4,65
22.7,827,119,37.1,100
22.9,869,115,36.2,100
37.4,632,104,36.6,85
32.3,197,77,39.2,30
25.8,713,109,36.9,95
23.4,1158,131,36.9,95
17.1,509,89,36.3,75
19.8,634,95,36.8,90
39.2,590,92,36.6,85
16.8,1842,150,37.1,80
32.3,541,98,37.2,90
20.9,498,85,36.4,90
16.7,1555,138,36.8,80
22.4,877,118,37.0,100
18.1,764,105,36.7,75
35.5,647,113,36.7,85
32.1,113,76,36.3,70
18.6,1398,121,37.1,100
34.1,263,76,36.9,80
26.7,276,90,39.2,35
25.9,1238,141,36.5,90
21.6,1155,121,37.0,100
21.3,611,93,37.2,90
26.7,318,69,37.0,75
20.7,1298,133,37.2,95
17.0,627,89,37.0,75
24.7,501,101,36.6,90
30.4,656,100,36.5,90
19.2,973,93,36.5,100
28.1,475,89,36.5,85
36.2,353,87,36.8,85
27.1,641,98,36.9,95
16.9,1268,138,37.0,80
38.6,391,92,36.2,85
29.9,625,100,37.0,95
36.1,623,115,36.5,85
28.6,978,115,36.8,95
30.3,592,125,36.2,90
30.1,618,105,36.4,90
32.6,409,83,36.5,90
35.9,395,93,37.0,85
36.1,652,112,37.1,85
33.0,580,102,36.4,90
32.0,490,100,36.6,90
20.9,1594,153,36.2,95
39.1,484,92,37.1,85
31.8,1074,118,36.8,90
20.1,714,89,36.8,90
23.9,1537,139,37.1,95
22.5,1123,128,38.8,75
37.4,851,113,36.8,85
19.4,1091,131,36.5,100
21.0,1234,116,36.3,100
27.2,563,83,39.1,55
35.0,326,88,36.9,80
28.8,1033,126,36.6,95
16.7,1008,108,37.2,85
25.5,456,92,36.5,85
30.4,882,105,36.7,90
16.1,201,72,36.8,65
22.6,298,82,37.2,80
35.1,439,93,38.8,60
20.6,1060,125,37.2,100
34.5,519,96,36.9,90
16.7,100,80,36.5,65
22.1,305,74,36.5,80
21.8,1397,133,37.0,95
17.7,1710,127,37.0,85
29.1,957,122,39.0,70
20.1,102,65,36.9,80
32.6,223,82,37.0,80
30.3,848,111,38.0,80
24.2,1194,134,36.2,95
39.0,535,100,37.0,85
31.3,463,91,37.0,80
28.8,644,103,37.1,95
23.7,757,99,36.6,100
22.4,901,113,37.0,100
33.7,401,86,36.8,90
35.4,608,109,36.3,85
28.8,858,109,36.3,95
28.4,273,88,36.8,75
21.5,721,103,36.3,90
27.4,360,94,37.0,85
28.4,635,97,36.5,95
37.3,447,84,36.4,85
27.8,883,113,36.3,95
28.1,664,116,36.6,95
24.6,1130,125,36.8,100
29.9,575,92,37.0,95
21.9,863,107,36.3,100
17.6,479,81,36.3,65
17.6,1957,166,37.2,80
36.1,766,105,37.1,85
32.8,395,90,36.9,90
17.1,964,102,36.9,85
39.7,346,91,36.3,75
19.2,1715,137,36.3,95
21.6,1715,143,37.9,85
27.6,430,96,36.9,85
39.0,59,85,37.2,65
29.0,1028,113,36.4,95
18.5,1351,137,36.5,95
18.0,1152,117,36.8,85
20.2,1669,148,36.6,95
39.2,773,125,37.0,85
24.7,1106,136,36.5,95
31.9,582,112,36.6,90
19.7,1596,140,36.8,95
38.9,791,118,36.8,85
29.5,876,107,39.0,70
26.5,1080,132,36.8,90
35.2,359,88,37.1,85
35.8,709,116,36.2,85
16.2,1058,115,36.4,85
32.0,646,101,36.9,90
27.9,681,118,37.0,95
31.7,601,101,36.7,90
23.3,881,103,36.4,100
21.0,677,105,37.1,90
23.3,296,77,36.6,80
29.6,757,115,37.0,95
17.5,1315,127,37.1,85
36.9,97,71,36.6,65
23.5,928,131,36.2,95
22.8,1250,118,37.1,100
37.9,579,101,36.7,85
27.8,681,100,36.3,95
26.0,271,73,36.4,75
31.0,712,113,36.3,90
17.7,1510,130,36.9,85
26.0,868,117,36.7,95
18.9,741,108,36.5,90
29.0,865,114,37.2,95
35.5,685,120,37.0,85
36.1,725,113,36.2,85
38.4,459,107,36.4,85
32.6,314,93,37.1,80
28.9,577,90,36.7,95
26.6,366,84,36.6,85
26.4,463,85,37.0,85
34.6,635,95,36.3,90
17.5,28,61,37.0,65
23.8,652,106,36.9,100
23.4,1109,117,36.5,100
32.5,626,98,36.5,90
32.0,986,127,36.6,90
24.4,643,90,37.2,100
35.4,547,97,36.5,85
38.3,584,107,37.6,75
36.8,598,98,36.3,85
34.6,697,115,36.9,90
17.8,1075,119,36.7,85
29.0,696,92,36.9,95
22.3,806,119,37.1,100
29.9,480,82,36.3,85
37.9,714,109,36.4,85
31.2,1078,125,39.1,50
36.7,269,87,37.7,65
31.6,617,93,36.2,90
19.7,557,106,39.2,50
17.0,990,114,36.8,85
20.0,471,84,36.2,80
36.0,371,97,36.6,85
36.9,436,84,37.9,75
39.7,376,98,36.7,85
17.0,1535,145,36.7,80
30.7,865,119,36.8,90
20.9,994,119,36.6,100
28.1,1092,123,36.9,95
28.3,545,94,37.1,95
22.1,597,96,37.1,90
32.1,741,121,36.7,90
21.9,1362,127,36.5,100
17.4,1174,110,36.9,85
17.6,153,74,37.2,65
38.1,369,93,38.8,60
18.9,827,101,36.3,90
21.2,928,99,36.6,100
26.8,775,107,37.7,85
18.1,596,94,37.0,75
24.6,143,82,36.4,80
18.7,627,98,36.5,90
20.1,1580,141,37.1,95
22.1,750,101,37.1,100
38.5,171,78,37.1,65
29.9,684,114,36.5,95
19.8,1383,136,36.5,95
21.1,1687,141,36.5,95
32.6,408,93,37.1,90
27.8,551,99,36.8,95
38.4,583,105,36.8,85
34.1,511,100,36.8,90
27.8,995,113,36.6,95
31.5,782,111,36.5,90
26.0,900,111,36.4,95
38.3,567,104,36.8,85
27.7,1038,109,37.0,95
23.2,1386,127,36.3,100
39.3,273,75,36.3,75
29.1,809,121,36.4,95
20.9,1050,112,36.7,100
30.4,708,97,36.9,90
17.3,2353,185,36.3,80
29.4,614,97,37.9,85
28.8,1339,133,36.4,90
28.8,653,112,36.5,95
37.3,294,99,36.5,75
21.2,1588,138,36.4,95
30.8,884,102,36.7,90
18.7,856,102,37.1,100
18.2,1836,160,36.4,80
27.3,758,110,37.0,95
28.1,639,102,36.5,95
25.9,141,56,37.1,75
25.5,1207,127,36.4,95
28.5,960,114,37.0,95
17.5,1756,156,36.2,80
38.9,431,82,37.2,85
24.6,827,108,37.0,100
23.4,931,107,36.8,100
39.0,393,88,36.9,85
39.3,734,108,36.6,85
16.4,750,95,36.2,75
35.1,374,93,36.7,85
35.1,958,136,36.9,80
21.8,1816,163,37.2,95
34.4,854,108,36.3,90
28.1,415,100,37.2,85
39.6,525,94,36.3,85
23.0,1087,121,36.4,100
37.4,487,105,37.0,85
23.9,154,65,37.1,80
24.3,885,117,38.7,75
32.3,384,77,36.9,90
19.1,684,95,36.4,90
31.0,674,106,37.0,90
25.8,1173,141,36.2,90
34.8,665,113,37.0,90
27.1,240,84,36.8,75
39.0,298,76,36.3,75
33.1,230,87,37.0,80
28.6,445,88,37.2,85
39.5,692,99,36.5,85
22.4,294,86,36.8,80
28.4,25,71,36.4,75
34.8,0,78,37.2,70
32.0,428,102,36.4,90
32.1,333,81,36.8,80
29.3,527,101,36.3,95
27.2,673,92,36.7,95
17.9,1080,107,36.6,85
28.8,1170,119,37.0,95
